時刻,コード,会社名,会社名_en,表題,表題_en,市場,市場_en,PDF
16:00,76070,進和,Shinwa,2026年8月期第２四半期（中間期）の連結業績予想と実績値との差異に関するお知らせ,Notice regarding the difference between the consolidated performance forecast and actual results for the second quarter (interim period) of the fiscal year ending August 2026,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260410501457.pdf
16:00,76070,進和,Shinwa,2026年８月期第２四半期（中間期）決算短信〔日本基準〕(連結),Summary of financial results for the second quarter (interim period) of the fiscal year ending August 2026 [Japanese GAAP] (consolidated),東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260410501429.pdf
16:00,74870,小津産業,ozu industry,2026年５月期　第３四半期決算説明資料,Earnings Presentation Materials for FY2026 ending May,東,TSE,https://www.release.tdnet.info/inbs/140120260330592698.pdf
16:00,74870,小津産業,ozu industry,2026年５月期　第３四半期決算短信〔日本基準〕（連結）,Q3 Earnings Report (Consolidated) for FY2026 ending May,東,TSE,https://www.release.tdnet.info/inbs/140120260330592662.pdf
16:00,74870,小津産業,ozu industry,通期連結業績予想の修正に関するお知らせ,Notice regarding revisions to full-year consolidated performance forecasts,東,TSE,https://www.release.tdnet.info/inbs/140120260409501090.pdf
16:00,74560,松田産,Made in Matsuda,役員人事に関するお知らせ,Notice Regarding Officer Personnel Changes,東,TSE,https://www.release.tdnet.info/inbs/140120260410501268.pdf
16:00,68820,三社電機製作所,Sansha Electric Seisakusho,社外取締役解任に関するお知らせ,Notice regarding dismissal of outside director,東,TSE,https://www.release.tdnet.info/inbs/140120260410501731.pdf
16:00,65550,ＭＳコンサル,MS consulting,2026年２月期通期個別業績と前期実績との差異に関するお知らせ,Notice regarding the difference between the full-year individual results for the fiscal year ending February 2026 and the previous fiscal year results,東,TSE,https://www.release.tdnet.info/inbs/140120260410501713.pdf
16:00,65550,ＭＳコンサル,MS consulting,2026年２月期決算説明資料,Earnings Presentation Materials for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260410501705.pdf
16:00,65550,ＭＳコンサル,MS consulting,2026年２月期決算短信〔ＩＦＲＳ〕(連結),Earnings Report (IFRS) (Consolidated) for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260410501672.pdf
16:00,65060,安川電,Yaskawa Electric,代表取締役の異動に関するお知らせ,Notice Regarding Change of Representative Director,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260410501707.pdf
16:00,65060,安川電,Yaskawa Electric,2026年2月期 決算短信〔ＩＦＲＳ〕（連結）,Earnings Report (IFRS) (Consolidated) for FY2026 ending February,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260410501758.pdf
16:00,63670,ダイキン工,daikin engineering,米国における当社及び当社米国子会社に対する訴訟の提起に関するお知らせ,Notice regarding the filing of a lawsuit against the Company and its US subsidiary in the United States,東,TSE,https://www.release.tdnet.info/inbs/140120260410501326.pdf
16:00,59820,マルゼン,Marzen,支配株主等に関する事項について,Matters Regarding Controlling Shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260409500938.pdf
16:00,59820,マルゼン,Marzen,2026年2月期（第65期）剰余金の配当に関するお知らせ,Notice regarding dividends from surplus for the period ending February 2026 (65th term),東,TSE,https://www.release.tdnet.info/inbs/140120260409500934.pdf
16:00,59820,マルゼン,Marzen,2026年２月期　決算短信〔日本基準〕(連結),Earnings Report (Consolidated) for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260302573099.pdf
16:00,53410,ＡＳＡＨＩ　ＥＩＴＯ,ASAHI EITO,（開示事項の経過）新たな事業、暗号資産流動性提供事業の実運用開始に関して,"(Progress Disclosure) Regarding the start of actual operation of a new business, crypto asset liquidity provision business",東,TSE,https://www.release.tdnet.info/inbs/140120260406599093.pdf
16:00,53410,ＡＳＡＨＩ　ＥＩＴＯ,ASAHI EITO,営業外収益の計上に関するお知らせ,Notice regarding recording of non-operating income,東,TSE,https://www.release.tdnet.info/inbs/140120260409500730.pdf
16:00,53410,ＡＳＡＨＩ　ＥＩＴＯ,ASAHI EITO,2026年11月期　第1四半期決算短信〔日本基準〕（連結）,Q1 Earnings Report (Consolidated) for FY2026 ending November,東,TSE,https://www.release.tdnet.info/inbs/140120260407599482.pdf
16:00,47350,京進,Kyoshin,2026年２月期 決算短信〔日本基準〕(連結),Earnings Report (Consolidated) for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260410501613.pdf
16:00,46680,明光ネット,Meiko Net,組織変更並びに取締役及び執行役員の担当業務の変更に関するお知らせ,Notice regarding organizational changes and changes in the duties of directors and executive officers,東,TSE,https://www.release.tdnet.info/inbs/140120260410501825.pdf
16:00,46680,明光ネット,Meiko Net,自己株式の消却に関するお知らせ（会社法第 178 条の規定に基づく自己株式の消却）,Notice regarding cancellation of treasury stock (cancellation of treasury stock pursuant to Article 178 of the Companies Act),東,TSE,https://www.release.tdnet.info/inbs/140120260410501798.pdf
16:00,46680,明光ネット,Meiko Net,2026年8月期第２四半期決算説明資料,Earnings Presentation Materials for FY2026 ending August,東,TSE,https://www.release.tdnet.info/inbs/140120260410501784.pdf
16:00,46680,明光ネット,Meiko Net,第２四半期連結業績予想と実績値との差異に関するお知らせ,Notice regarding the difference between the second quarter consolidated results forecast and actual values,東,TSE,https://www.release.tdnet.info/inbs/140120260410501738.pdf
16:00,46680,明光ネット,Meiko Net,2026年８月期第２四半期（中間期）決算短信〔日本基準〕（連結）,Summary of financial results for the second quarter (interim period) of the fiscal year ending August 2026 [Japanese GAAP] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260410501658.pdf
16:00,42400,クラスターＴ,cluster T,剰余金の配当(増配)に関するお知らせ,Notice Regarding Dividend (Increased),東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260409501115.pdf
16:00,38170,ＳＲＡＨＤ,SRAHD,2026年３月 月次売上高速報,Monthly Report for March 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260410501634.pdf
16:00,35500,Ｇ－スタジオアタオ,G-Studio Atao,事業計画及び成長可能性に関する事項,Matters Regarding Business Plan and Growth Potential,東,TSE,https://www.release.tdnet.info/inbs/140120260407599361.pdf
16:00,35500,Ｇ－スタジオアタオ,G-Studio Atao,2026年２月期　決算補足説明資料,Supplementary Earnings Materials for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260407599320.pdf
16:00,35500,Ｇ－スタジオアタオ,G-Studio Atao,2026年２月期 決算短信[日本基準]（非連結）,Earnings Report (Consolidated) for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260407599316.pdf
16:00,33990,山岡家,Yamaoka family,2027年１月期３月度売上高速報及び概況等について,Regarding the sales report and overview for March 2027 (January 2027),東,TSE,https://www.release.tdnet.info/inbs/140120260410501726.pdf
16:00,33590,Ｇ－ｃｏｔｔａ,G-cotta,連結子会社による株式取得（孫会社化）に関するお知らせ,Notice regarding stock acquisition by a consolidated subsidiary (turning it into a sub-subsidiary),東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260410501632.pdf
16:00,31750,ＡＰＨＤ,APHD,月次営業レポート（2026年３月度）,Monthly sales report (March 2026),東,TSE,https://www.release.tdnet.info/inbs/140120260410501797.pdf
16:00,30460,ＪＩＮＳＨＤ,JINSHD,剰余金の配当（中間配当）に関するお知らせ,Notice regarding dividend of surplus (interim dividend),東,TSE,https://www.release.tdnet.info/inbs/140120260410501599.pdf
16:00,30460,ＪＩＮＳＨＤ,JINSHD,2026年８月期第２四半期（中間期）連結業績予想と実績との差異及び通期連結業績予想の修正に関するお知らせ,"Notice regarding the difference between the consolidated performance forecast and actual results for the second quarter (interim period) of the fiscal year ending August 2026, and the revision of the full-year consolidated performance forecast",東,TSE,https://www.release.tdnet.info/inbs/140120260410501587.pdf
16:00,30460,ＪＩＮＳＨＤ,JINSHD,2026年８月期 第２四半期（中間期）決算短信〔日本基準〕(連結),Summary of financial results for the second quarter (interim period) of the fiscal year ending August 2026 [Japanese GAAP] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260410501619.pdf
16:00,254A0,ＡＩフュージョンＣＧ,AI fusion CG,フランチャイズビジネスインキュベーション株式会社の株式取得完了に関するお知らせ,"Notice regarding completion of stock acquisition of Franchise Business Incubation Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260410501631.pdf
16:00,247A0,Ｇ－Ａｉロボティクス,G-Ai Robotics,（開示事項の経過）企業結合に係る暫定的な会計処理に関するお知らせ,(Progress Disclosure) Notice regarding provisional accounting treatment related to business combination,東,TSE,https://www.release.tdnet.info/inbs/140120260410501855.pdf
16:00,23170,システナ,Systena,募集新株予約権（有償ストック・オプション）の発行内容確定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260408500281.pdf
16:00,167A0,リョーサン菱洋,Ryosan Ryohiro,（開示事項の経過）当社連結子会社における主要取引先からの特約店契約終了の申し入れによる2026年３月期の連結業績への影響に関するお知らせ,(Progress Disclosure) Notice regarding the impact on consolidated business results for the fiscal year ending March 2026 due to a request from a major business partner of our consolidated subsidiary to terminate the dealership contract,東,TSE,https://www.release.tdnet.info/inbs/140120260410501892.pdf
16:01,94490,ＧＭＯ,GMO,連結子会社の上場維持基準の充足を目指した同社株式の売出しに関するお知らせ,Notice regarding the secondary offering of the company's shares with the aim of satisfying the standards for maintaining the listing of consolidated subsidiaries,東,TSE,https://www.release.tdnet.info/inbs/140120260407599585.pdf
16:01,47840,ＧＭＯインターネット,GMO internet,固定資産の取得に関するお知らせ,Notice regarding acquisition of fixed assets,東,TSE,https://www.release.tdnet.info/inbs/140120260409501225.pdf
16:01,47840,ＧＭＯインターネット,GMO internet,新株式発行及び株式の売出しに関するお知らせ,Notice regarding new stock issue and stock offering,東,TSE,https://www.release.tdnet.info/inbs/140120260409501163.pdf
16:10,69930,大黒屋,Daikokuya,当社連結子会社における事業の譲受及び新たな事業の開始に関するお知らせ,Notice regarding business transfer and start of new business at our consolidated subsidiary,東,TSE,https://www.release.tdnet.info/inbs/140120260410501898.pdf
16:30,99730,ＫＯＺＯＨＤ,KOZOHD,行使価額修正選択権付第16回新株予約権の行使価額修正の決定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260410501885.pdf
16:30,77900,バルコス,barcos,連結子会社の異動（株式譲渡）に関するお知らせ,Notice regarding change in consolidated subsidiary (stock transfer),名,NSE,https://www.release.tdnet.info/inbs/140120260410501934.pdf
16:30,46340,ａｒｔｉｅｎｃｅ,artience,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260410501347.pdf
16:30,46150,神東塗料,shinto paints,（訂正）「支配株主等に関する事項について」の一部訂正について,"(Correction) Regarding partial corrections to “Matters related to controlling shareholders, etc.”",東,TSE,https://www.release.tdnet.info/inbs/140120260410501498.pdf
16:30,36470,アスリナ,Asurina,2026年８月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,Summary of financial results for the second quarter (interim period) of the fiscal year ending August 2026 [Japanese GAAP] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260410501923.pdf
17:00,75450,西松屋チェ,Nishimatsuya Che,従業員に対するストックオプション（新株予約権）の発行に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260410501787.pdf
17:00,75450,西松屋チェ,Nishimatsuya Che,人事異動に関するお知らせ,Notice regarding personnel changes,東,TSE,https://www.release.tdnet.info/inbs/140120260409501167.pdf
17:00,75450,西松屋チェ,Nishimatsuya Che,自己株式の取得結果および取得終了に関するお知らせ,Notice regarding the results and completion of acquisition of treasury stock,東,TSE,https://www.release.tdnet.info/inbs/140120260409501169.pdf
17:00,61350,牧野フライス,Makino milling cutter,MMホールディングス株式会社による株式会社牧野フライス製作所株式（証券コード：6135）に対する公開買付けの実施に向けた進捗状況等のお知らせ,"Announcement regarding the progress towards the implementation of the tender offer by MM Holdings Co., Ltd. for Makino Milling Seisakusho Co., Ltd. shares (stock code: 6135)",東,TSE,https://www.release.tdnet.info/inbs/140120260410501710.pdf
17:00,48920,Ｇ－サイフューズ,G-Cyfuse,歯科領域の新たな治療法開発に関するお知らせ,Announcement regarding the development of new treatment methods in the dental field,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260410501919.pdf
17:00,35510,ダイニック,dynic,役員の異動に関するお知らせ,Notice Regarding Change of Officers,東,TSE,https://www.release.tdnet.info/inbs/140120260409501077.pdf
17:00,34540,ファーストブラザーズ,first brothers,2026年11月期 第１四半期 決算説明資料,Earnings Presentation Materials for FY2026 ending November,東,TSE,https://www.release.tdnet.info/inbs/140120260410501729.pdf
17:00,34540,ファーストブラザーズ,first brothers,2026年11月期 第１四半期 決算短信〔日本基準〕（連結）,Summary of financial results for the first quarter of the fiscal year ending November 2026 [Japanese GAAP] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260409501118.pdf
17:00,32790,Ｒ－ＡＰＩ,R-API,資金の借入れに関するお知らせ,Notice regarding borrowing of funds,東,TSE,https://www.release.tdnet.info/inbs/140120260410501336.pdf
17:00,28720,セイヒョー,Seihyo,通期業績予想と実績との差異に関するお知らせ,Notice regarding the difference between the full-year performance forecast and actual results,東,TSE,https://www.release.tdnet.info/inbs/140120260410501870.pdf
17:00,28720,セイヒョー,Seihyo,2026年２月期　通期決算説明資料,Earnings Presentation Materials for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260410501861.pdf
17:00,28720,セイヒョー,Seihyo,2026年２月期　決算短信〔日本基準〕（非連結）,Earnings Report (Consolidated) for FY2026 ending February,東,TSE,https://www.release.tdnet.info/inbs/140120260410501869.pdf
17:00,19680,太平電,Taiheiden,西川計測株式会社（証券コード：7500）株式の買集め行為に該当する株式取得についてのお知らせ,"Notice regarding the acquisition of shares of Nishikawa Keizoku Co., Ltd. (Securities code: 7500) that corresponds to the act of collecting stock.",東,TSE,https://www.release.tdnet.info/inbs/140120260409501065.pdf
17:00,13840,ホクリヨウ,Hokuryo,当社農場における火災の発生に関するお知らせ,Notice regarding fire outbreak at our farm,東,TSE,https://www.release.tdnet.info/inbs/140120260410501958.pdf
17:15,27690,ヴィレッジＶ,Village V,業務資本提携に関する契約の締結並びに第三者割当による第7回新株予約権及び第１回無担保転換社債型新株予約権付社債の発行に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260409501186.pdf
17:20,51290,Ｇ－ＦＩＸＥＲ,G-FIXER,2026年8月期連結業績予想および単体業績予想に関するお知らせ,Notice regarding consolidated and non-consolidated performance forecasts for the fiscal year ending August 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260410501539.pdf
17:20,51290,Ｇ－ＦＩＸＥＲ,G-FIXER,2026年8月期第2四半期決算説明資料,Earnings Presentation Materials for FY2026 ending August,東,TSE,https://www.release.tdnet.info/inbs/140120260410501890.pdf
17:20,51290,Ｇ－ＦＩＸＥＲ,G-FIXER,2026年8月期 第2四半期（中間期）決算短信〔日本基準〕(連結),Summary of financial results for the second quarter (interim period) of the fiscal year ending August 2026 [Japanese GAAP] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260410501887.pdf
17:20,51290,Ｇ－ＦＩＸＥＲ,G-FIXER,第三者割当により発行された第３回新株予約権 （行使価額修正条項付）の大量行使に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260410501891.pdf
17:30,76090,ダイトロン,Daitron,当社の従業員に対する譲渡制限付株式としての自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock to employees of our company,東,TSE,https://www.release.tdnet.info/inbs/140120260409501191.pdf
17:30,43430,イオンファン,ion fan,（訂正）「役員候補の決定に関するお知らせ」の一部訂正について,(Correction) Regarding partial corrections to “Notice regarding determination of officer candidates”,東,TSE,https://www.release.tdnet.info/inbs/140120260410501960.pdf
17:35,509A0,Ｉ－Ｇライト・再エネ,I-G light/renewable energy,太陽光発電所月次発電電力量実績及び出力制御に関するお知らせ（2026年3月）,Notice regarding monthly power generation results and output control of solar power plants (March 2026),東,TSE,https://www.release.tdnet.info/inbs/140120260410501997.pdf
18:00,63300,洋エンジ,western engine,Ａ種優先株式の普通株式への転換のお知らせ,Notice of conversion of class A preferred stock to common stock,東,TSE,https://www.release.tdnet.info/inbs/140120260410501800.pdf
18:00,53040,ＳＥＣカーボン,SEC carbon,中長期経営目標・中期経営計画の見直しに関するお知らせ,Notice regarding review of medium- and long-term management goals and medium-term management plan,東,TSE,https://www.release.tdnet.info/inbs/140120260410502020.pdf
18:00,379A0,ＧＸＳＰＸプロテクト,GXSPX protection,ETFの収益分配のお知らせ,Notification of ETF profit distribution,東,TSE,https://www.release.tdnet.info/inbs/140120260410501910.pdf
18:00,356A0,ＧＸＳＰＣＦ１００,GXSPCF100,ETFの収益分配のお知らせ,Notification of ETF profit distribution,東,TSE,https://www.release.tdnet.info/inbs/140120260410501909.pdf
18:00,28680,ＧＸＳＰＸカバコ,GX S&P500 Covered Call,ETFの収益分配のお知らせ,Notification of ETF profit distribution,東,TSE,https://www.release.tdnet.info/inbs/140120260410501904.pdf
18:00,28660,ＧＸ優先証券,GX Preferred Securities,ETFの収益分配のお知らせ,Notification of ETF profit distribution,東,TSE,https://www.release.tdnet.info/inbs/140120260410501908.pdf
18:00,28650,ＧＸＮＤＸカバコ,GX NASDAQ Covered Call,ETFの収益分配のお知らせ,Notification of ETF profit distribution,東,TSE,https://www.release.tdnet.info/inbs/140120260410501907.pdf
18:15,38560,Ａｂａｌａｎｃｅ,Abalance,（開示事項の変更）代表取締役及び取締役の当社グループ会社における残留状況と今後の方針について,(Changes in disclosure matters) Regarding the status of representative directors and directors remaining at our group companies and future policies,東,TSE,https://www.release.tdnet.info/inbs/140120260410501955.pdf
18:15,38560,Ａｂａｌａｎｃｅ,Abalance,指名委員会の設置に関するお知らせ,Notice Regarding Establishment of Nomination Committee,東,TSE,https://www.release.tdnet.info/inbs/140120260410501943.pdf
18:15,38560,Ａｂａｌａｎｃｅ,Abalance,新経営体制に関するお知らせ,Notice regarding new management structure,東,TSE,https://www.release.tdnet.info/inbs/140120260410501933.pdf
18:25,363A0,ｉＦ英国ＦＴ１００,iF UK FT100,iFreeETFの収益分配のお知らせ,iFreeETF revenue distribution announcement,東,TSE,https://www.release.tdnet.info/inbs/140120260410502038.pdf
18:25,26250,ｉＦＴＰＸ年４,iFTPX year 4,iFreeETFの収益分配のお知らせ,iFreeETF revenue distribution announcement,東,TSE,https://www.release.tdnet.info/inbs/140120260410502037.pdf
18:25,26240,ｉＦ２２５年４,iF225 year 4,iFreeETFの収益分配のお知らせ,iFreeETF revenue distribution announcement,東,TSE,https://www.release.tdnet.info/inbs/140120260410502036.pdf
18:25,20170,ｉＦＪＰＸプラ１５０,iFJPX Pla 150,iFreeETFの収益分配のお知らせ,iFreeETF revenue distribution announcement,東,TSE,https://www.release.tdnet.info/inbs/140120260410502035.pdf
18:25,140A0,ｉＦ米１０国債ベア,iF US 10 government bond bear,iFreeETFの収益分配のお知らせ,iFreeETF revenue distribution announcement,東,TSE,https://www.release.tdnet.info/inbs/140120260410502034.pdf
18:35,16770,上場外債,Listed foreign bonds,ＥＴＦの収益分配のお知らせ,Notification of ETF profit distribution,東,TSE,https://www.release.tdnet.info/inbs/140120260410502054.pdf
18:40,20850,ＭＸ高配日株ア,MX high dividend daily stock a,ＭＡＸＩＳ ＥＴＦの収益分配のお知らせ,Notice of profit distribution of MAXIS ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260410502061.pdf
18:40,16600,ＭＸＳ高利Ｊリート,MXS High Interest J-REIT,ＭＡＸＩＳ ＥＴＦの収益分配のお知らせ,Notice of profit distribution of MAXIS ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260410502060.pdf
18:40,14990,ＭＸＳ高配当７０ＭＮ,MXS high dividend 70MN,ＭＡＸＩＳ ＥＴＦの収益分配のお知らせ,Notice of profit distribution of MAXIS ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260410502059.pdf
15:30,49920,北興化,Hokuxingka,2026年11月期第１四半期 決算補足説明資料,Supplementary Earnings Materials for FY2026 ending November,東,TSE,https://www.release.tdnet.info/inbs/140120260408599879.pdf
15:30,49920,北興化,Hokuxingka,2026年11月期 第１四半期決算短信〔日本基準〕（連結）,Q1 Earnings Report (Consolidated) for FY2026 ending November,東,TSE,https://www.release.tdnet.info/inbs/140120260408599869.pdf
15:30,49790,ＯＡＴアグリオ,OAT Agrio,取締役に対する譲渡制限付株式報酬としての自己株式処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation for directors,東,TSE,https://www.release.tdnet.info/inbs/140120260407599524.pdf
15:30,49320,アルマード,armado,資金の借入に関するお知らせ,Notice Regarding Borrowing of Funds,東,TSE,https://www.release.tdnet.info/inbs/140120260409501134.pdf
15:30,49190,ミルボン,Milbon,取締役及び執行役員に対する譲渡制限付株式としての自己株式処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock to directors and executive officers,東,TSE,https://www.release.tdnet.info/inbs/140120260410501333.pdf
15:30,48890,Ｇ－レナサイエンス,G-Lena Science,全身性強皮症に伴う間質性肺疾患（SSc-ILD）に対するPAI-1阻害薬RS5614の第二相治験の結果（速報）についてのお知らせ,Announcement regarding the results (preliminary report) of the phase 2 clinical trial of PAI-1 inhibitor RS5614 for systemic scleroderma-associated interstitial lung disease (SSc-ILD),東,TSE,https://www.release.tdnet.info/inbs/140120260410501318.pdf
15:30,47600,アルファ,alpha,2026年８月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,Summary of financial results for the second quarter (interim period) of the fiscal year ending August 2026 [Japanese GAAP] (consolidated),東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260318584150.pdf
15:30,460A0,Ｇ－ＢＲＡＮＵ,G-BRANU,2026年10月期第1四半期決算開示後にいただいた質問と回答について,Questions and answers received after the disclosure of first quarter financial results for the fiscal year ending October 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260410501324.pdf
15:30,45770,ダイト,Daito,業績予想の修正に関するお知らせ,Notice Regarding Revision of Earnings Forecast,東,TSE,https://www.release.tdnet.info/inbs/140120260410501778.pdf
15:30,45770,ダイト,Daito,2026年5月期 第3四半期決算説明資料,Earnings Presentation Materials for FY2026 ending May,東,TSE,https://www.release.tdnet.info/inbs/140120260409501158.pdf
15:30,45770,ダイト,Daito,2026年５月期 第３四半期決算短信〔日本基準〕（連結）,Q3 Earnings Report (Consolidated) for FY2026 ending May,東,TSE,https://www.release.tdnet.info/inbs/140120260409501153.pdf
15:30,45760,Ｇ－ＤＷＴＩ,G-DWTI,第三者割当による新株式の発行に係る払込完了に関するお知らせ,Notice regarding completion of payment for issuance of new shares through third-party allotment,東,TSE,https://www.release.tdnet.info/inbs/140120260406598732.pdf
15:30,44430,Ｓａｎｓａｎ,Sansan,2026年5月期 第3四半期 決算短信〔日本基準〕（連結）,Summary of financial results for the third quarter of the fiscal year ending May 2026 [Japanese GAAP] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260410501480.pdf
15:30,44430,Ｓａｎｓａｎ,Sansan,2026年5月期 第3四半期 決算説明資料,Earnings Presentation Materials for FY2026 ending May,東,TSE,https://www.release.tdnet.info/inbs/140120260410501595.pdf
15:30,44430,Ｓａｎｓａｎ,Sansan,業績予想の修正に関するお知らせ,Notice Regarding Revision of Earnings Forecast,東,TSE,https://www.release.tdnet.info/inbs/140120260408500226.pdf
15:30,44300,東海ソフト,Tokai Soft,2026年５月期 第３四半期決算説明資料,Earnings Presentation Materials for FY2026 ending May,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260410501644.pdf
15:30,44300,東海ソフト,Tokai Soft,通期連結業績予想の修正及び配当予想の修正に関するお知らせ,Notice regarding revisions to full-year consolidated performance forecasts and dividend forecasts,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260410501641.pdf
15:30,44300,東海ソフト,Tokai Soft,2026年５月期 第３四半期決算短信〔日本基準〕（連結）,Q3 Earnings Report (Consolidated) for FY2026 ending May,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260410501637.pdf
15:30,43750,Ｇ－セーフィー,G-Safey,譲渡制限付株式報酬としての新株式の払込完了に関するお知らせ,Notice regarding completion of payment of new shares as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260410501654.pdf
15:30,43700,Ｇ－モビルス,G-Mobiles,譲渡制限付株式としての新株式発行に関するお知らせ,Notice regarding issuance of new shares as restricted stock,東,TSE,https://www.release.tdnet.info/inbs/140120260409501211.pdf
15:30,43700,Ｇ－モビルス,G-Mobiles,2026年8月期 第2四半期決算説明資料,Earnings Presentation Materials for FY2026 ending August,東,TSE,https://www.release.tdnet.info/inbs/140120260409501086.pdf
15:30,43700,Ｇ－モビルス,G-Mobiles,2026年8月期 第2四半期（中間期）決算短信〔日本基準〕(連結),Summary of financial results for the second quarter (interim period) of the fiscal year ending August 2026 [Japanese GAAP] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260409501081.pdf
15:30,43610,川口化,Kawaguchiization,2026年11月期通期連結業績予想(未定)に関するお知らせ,Notice regarding full-year consolidated financial forecasts for the fiscal year ending November 2026 (undetermined),東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260410501565.pdf
