時刻,コード,会社名,会社名_en,表題,表題_en,市場,市場_en,PDF
10:30,31210,マーチャント,merchant,自己株式立会外買付取引（ToSTNeT-3）による自己株式の取得結果及び主要株主の異動に関するお知らせ,Notice regarding the results of acquisition of treasury stock through off-auction treasury stock repurchase transaction (ToSTNeT-3) and changes in major shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260508519261.pdf
10:30,85600,宮崎太銀,Miyazaki big silver,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,福,FSE,https://www.release.tdnet.info/inbs/140120260508519341.pdf
10:40,53440,ＭＡＲＵＷＡ,MARUWA,2026年３月期　決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260508518995.pdf
11:00,178A0,ＧＸ革新優良企業,GX Innovation Excellence Company,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519316.pdf
11:00,22430,ＧＸ半導体,GX semiconductor,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519271.pdf
11:00,22440,ＧＸＵＳテック２０,GXUS Tech 20,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519285.pdf
11:00,22520,ＧＸＵＳ中小モート,GXUS small and medium motes,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519302.pdf
11:00,22530,ＧＸＵＳスーパーＤ,GXUS Super D,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519308.pdf
11:00,22540,ＧＸ中国ＥＶバッテリ,GX China EV battery,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519312.pdf
11:00,26360,ＧＸガバナンス日株,GX Governance Nippon Stock,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519243.pdf
11:00,26370,ＧＸクリーン日株,GX Clean Nippon Stock,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519263.pdf
11:00,28670,ＧＸ自動ＥＶ,GX automatic EV,2026年3月期（2025年9月25日～2026年3月24日）決算短信,"Summary of financial results for the period ending March 2026 (September 25, 2025 to March 24, 2026)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519255.pdf
11:00,31900,ホットマン,hot man,特別利益（株式売却益）及び特別損失（減損損失）の計上に関するお知らせ,Notice regarding recording of extraordinary profit (gain on sale of stocks) and extraordinary loss (impairment loss),東,TSE,https://www.release.tdnet.info/inbs/140120260507518552.pdf
11:00,31900,ホットマン,hot man,剰余金の配当（増配）に関するお知らせ,Notice Regarding Dividend (Increased),東,TSE,https://www.release.tdnet.info/inbs/140120260507518521.pdf
11:00,31900,ホットマン,hot man,2026年３月期　決算短信〔日本基準〕（非連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260507518392.pdf
11:00,67370,ＥＩＺＯ,EIZO,通期業績予想の修正に関するお知らせ,Notice regarding revisions to full-year performance forecasts,東,TSE,https://www.release.tdnet.info/inbs/140120260508519334.pdf
11:00,73090,シマノ,Shimano,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ,Notice Regarding Completion of Payment for Disposal of Treasury Shares as Restricted Stock Compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260508518993.pdf
11:00,82830,ＰＡＬＴＡＣ,PALTAC,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260508519164.pdf
11:00,87660,東京海上,Tokio Marine,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260508519250.pdf
11:00,94750,昭文社ＨＤ,Shobunsha HD,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260508519331.pdf
11:30,18970,金下建設,Kanashita Construction,2026年12月期 第１四半期決算短信〔日本基準〕（連結）,Q1 Earnings Report (Consolidated) for FY2026 ending December,東,TSE,https://www.release.tdnet.info/inbs/140120260507517697.pdf
11:30,20704,Ｎ－三菱ＵＦＪ証ＨＤ,N-Mitsubishi UFJ Certificate HD,上場ETN（発行者：三菱UFJ証券ホールディングス株式会社）に関する日々の開示事項,Daily Disclosure Items Regarding Listed ETN,東,TSE,https://www.release.tdnet.info/inbs/140120260508519249.pdf
11:30,32610,Ｇ－グラン,G-Grand,2026年12月期 第１四半期決算補足説明資料,Supplementary Earnings Materials for FY2026 ending December,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260507518078.pdf
11:30,32610,Ｇ－グラン,G-Grand,2026年12月期 第１四半期決算短信〔日本基準〕（連結）,Q1 Earnings Report (Consolidated) for FY2026 ending December,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260507518109.pdf
11:30,35630,Ｆ＆ＬＣ,F&LC,株式分割及び株式分割に伴う定款の一部変更ならびに株主優待制度の変更に関するお知らせ,"Notice regarding stock split, partial changes to the articles of incorporation and changes to the shareholder benefit system due to the stock split",東,TSE,https://www.release.tdnet.info/inbs/140120260507518705.pdf
11:30,35630,Ｆ＆ＬＣ,F&LC,業績予想及び配当予想の修正に関するお知らせ,Notice regarding revisions to performance forecasts and dividend forecasts,東,TSE,https://www.release.tdnet.info/inbs/140120260507518670.pdf
11:30,35630,Ｆ＆ＬＣ,F&LC,2026年9月期 上期 決算説明資料,Earnings Presentation Materials for FY2026 ending September,東,TSE,https://www.release.tdnet.info/inbs/140120260508519125.pdf
11:30,35630,Ｆ＆ＬＣ,F&LC,2026年９月期 第２四半期（中間期）決算短信〔ＩＦＲＳ〕（連結）,Summary of financial results for the second quarter (interim period) of the fiscal year ending September 2026 [IFRS] (consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260507518626.pdf
11:30,66380,Ｍｉｍａｋｉ,Mimaki,剰余金の配当（期末配当）及び記念配当に関するお知らせ,Notice regarding dividends of surplus (year-end dividends) and commemorative dividends,東,TSE,https://www.release.tdnet.info/inbs/140120260507518608.pdf
11:30,66380,Ｍｉｍａｋｉ,Mimaki,連結業績予想の修正に関するお知らせ,Notice Regarding Revision of Consolidated Earnings Forecast,東,TSE,https://www.release.tdnet.info/inbs/140120260507518565.pdf
11:30,80650,佐藤商,Sato Commercial,配当予想の修正（増額）に関するお知らせ,Notice regarding revision (increase) of dividend forecast,東,TSE,https://www.release.tdnet.info/inbs/140120260507518882.pdf
11:30,80650,佐藤商,Sato Commercial,2026年３月期　決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260507518858.pdf
11:30,80650,佐藤商,Sato Commercial,第四次中期経営計画（2026年度～2028年度）に関するお知らせ,Notice regarding the Fourth Medium-Term Management Plan (FY2026-FY2028),東,TSE,https://www.release.tdnet.info/inbs/140120260507518942.pdf
11:30,82820,ケーズＨＤ,K's HD,2026年３月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260507518592.pdf
11:30,82820,ケーズＨＤ,K's HD,「中期経営計画2027」並びに「資本コストや株価を意識した経営の実現に向けた対応」２年目終了時点進捗状況及び一部更新(上方修正)について,"Regarding the progress status and partial update (upward revision) at the end of the second year of ""Medium-term Management Plan 2027"" and ""Responses to realize management that is conscious of capital costs and stock prices""",東,TSE,https://www.release.tdnet.info/inbs/140120260507518657.pdf
11:30,82820,ケーズＨＤ,K's HD,2026年３月期通期業績予想と実績値との差異に関するお知らせ,"Notice regarding the difference between the full-year performance forecast and actual results for the fiscal year ending March 31, 2026",東,TSE,https://www.release.tdnet.info/inbs/140120260507518652.pdf
11:30,82820,ケーズＨＤ,K's HD,減損損失の計上に関するお知らせ,Notice regarding recording of impairment loss,東,TSE,https://www.release.tdnet.info/inbs/140120260507518619.pdf
11:40,23710,カカクコム,Kakaku.com,2026年3月期 決算説明資料,Earnings Presentation Materials for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260507518783.pdf
11:40,23710,カカクコム,Kakaku.com,2026年3月期　決算短信〔IFRS〕（連結）,Earnings Report (IFRS) (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260501516358.pdf
11:45,15574,Ｅ－ＳＳＧＡＴＣ,E-SSGATC,State Street SPDR S&P500 ETFに関する日々の開示事項,Daily Disclosure Items Regarding SPDR ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260508519595.pdf
11:50,13494,Ｅ－ＳＳＧＡ－ＳＩＮ,E-SSGA-SIN,アジア国債・公債ＥＴＦ（正式名称：ＡＢＦ汎アジア債券インデックス・ファンド）に関する日々の開示事項,Daily Disclosure Items Regarding Asian Bond ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260508519623.pdf
11:55,13264,Ｅ－ワールド,E-World,SPDRゴールド・シェアに関する日々の開示事項,Daily Disclosure Items Regarding SPDR ETF,東,TSE,https://www.release.tdnet.info/inbs/140120260508519634.pdf
12:00,38250,ＲＥＭＩＸ,REMIX,ビットコインレンディング取引の運用実績及び2026年４月末時点におけるビットコインの保有状況に関するお知らせ,Notice regarding operational performance of Bitcoin lending transactions and Bitcoin holding status as of the end of April 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260508519147.pdf
12:00,386A0,みのや,Minoya,2026年４月度 月次情報のお知らせ,Monthly Report for April 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260505517268.pdf
12:00,41770,Ｇ－ｉ－ｐｌｕｇ,G-i-plug,2026年４月度　主要ＫＰＩ（速報）の推移に関するお知らせ,KPI Report for April 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260508519751.pdf
12:00,45280,小野薬,Ono medicine,２０２６年３月期決算補足資料(連結IFRS),Supplementary Earnings Materials for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260430515731.pdf
12:00,45280,小野薬,Ono medicine,2026年３月期決算短信〔ＩＦＲＳ〕(連結),Earnings Report (IFRS) (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260430515727.pdf
12:00,50150,ＢＰカストロール,BP Castrol,中東情勢の緊迫化に伴う当社事業及び業績への影響のお知らせ,Notice regarding the impact on our business and performance due to the increasingly tense situation in the Middle East,東,TSE,https://www.release.tdnet.info/inbs/140120260508519742.pdf
12:00,50150,ＢＰカストロール,BP Castrol,2026年12月期第１四半期決算短信〔日本基準〕(非連結),Q1 Earnings Report (Consolidated) for FY2026 ending December,東,TSE,https://www.release.tdnet.info/inbs/140120260508519106.pdf
12:00,60290,アトラＧ,Atlas G,募集新株予約権（有償ストックオプション）の発行内容確定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260507518214.pdf
12:00,67580,ソニーグループ,sony group,2025年度個別決算における関係会社株式評価損及び関係会社事業損失引当金繰入額計上のお知らせ,Notice of recording loss on valuation of stocks of affiliated companies and provision for provision for business losses of affiliated companies in FY2025 individual financial results,東,TSE,https://www.release.tdnet.info/inbs/140120260507518857.pdf
12:00,67580,ソニーグループ,sony group,自己株式の取得枠設定及び自己株式の消却に関するお知らせ,Notice regarding setting of treasury stock acquisition limit and cancellation of treasury stock,東,TSE,https://www.release.tdnet.info/inbs/140120260507518814.pdf
12:00,67580,ソニーグループ,sony group,2025年度 連結業績概要（決算説明会資料）,Earnings Presentation Materials for FY2025,東,TSE,https://www.release.tdnet.info/inbs/140120260507518955.pdf
12:00,67580,ソニーグループ,sony group,2026年３月期 決算短信〔IFRS〕（連結）,Earnings Report (IFRS) (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260507518952.pdf
12:00,81730,Ｊｏｓｈｉｎ,Joshin,2025年度(2026年3月期)通期決算説明資料,Earnings Presentation Materials for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260508519693.pdf
12:00,81730,Ｊｏｓｈｉｎ,Joshin,2026年３月期決算短信〔日本基準〕(連結),Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260508519597.pdf
12:30,21930,ＣＯＯＫＰＡＤ,COOKPAD,2026年12月期 第１四半期決算補足説明資料,Supplementary Earnings Materials for FY2026 ending December,東,TSE,https://www.release.tdnet.info/inbs/140120260507518929.pdf
12:30,21930,ＣＯＯＫＰＡＤ,COOKPAD,2026年12月期 第１四半期決算短信〔ＩＦＲＳ〕（連結）,Q1 Earnings Report (IFRS) (Consolidated) for FY2026 ending December,東,TSE,https://www.release.tdnet.info/inbs/140120260507518924.pdf
12:30,29700,ＧＬＣ　ＧＲＯＵＰ,GLC GROUP,2026年12月期月次概況（４月度速報）のお知らせ,Monthly Report for December 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260508519103.pdf
12:30,47920,山田コンサル,Yamada Consulting,2026年３月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260508519767.pdf
12:30,59410,中西製作所,Nakanishi Seisakusho,当社株券等の大量買付行為への対応策（買収への対応方針）継続に関するお知らせ,"Notice regarding the continuation of countermeasures against large-scale purchases of our company's stock certificates, etc. (policy for responding to acquisitions)",東,TSE,https://www.release.tdnet.info/inbs/140120260508519318.pdf
12:30,59410,中西製作所,Nakanishi Seisakusho,監査役の異動に関するお知らせ,Notice regarding changes in auditors,東,TSE,https://www.release.tdnet.info/inbs/140120260508519298.pdf
12:30,59410,中西製作所,Nakanishi Seisakusho,剰余金の配当に関するお知らせ,Notice Regarding Dividend,東,TSE,https://www.release.tdnet.info/inbs/140120260508519290.pdf
12:30,59410,中西製作所,Nakanishi Seisakusho,2026年3月期 決算短信〔日本基準〕(非連結),Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260508519129.pdf
12:30,64970,ハマイ,Hamai,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ,Notice Regarding Completion of Payment for Disposal of Treasury Shares as Restricted Stock Compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260408500098.pdf
12:30,81980,ＭＶ東海,MV Tokai,2027年２月期　４月度月次売上高前年比速報,Monthly Report for February 2027,東,TSE,https://www.release.tdnet.info/inbs/140120260508519816.pdf
