時刻,コード,会社名,会社名_en,表題,表題_en,市場,市場_en,PDF
16:30,95030,関西電力,Kansai Electric Power,「関西電力グループ 経営計画２０２６」の策定について,Regarding the formulation of “Kansai Electric Power Group Management Plan 2026”,東,TSE,https://www.release.tdnet.info/inbs/140120260430515191.pdf
16:30,95030,関西電力,Kansai Electric Power,取締役・代表執行役等役員人事について,"Regarding the personnel affairs of directors, representative executive officers, etc.",東,TSE,https://www.release.tdnet.info/inbs/140120260430515109.pdf
16:30,95030,関西電力,Kansai Electric Power,2026年３月期　決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260430515040.pdf
16:30,93410,ＧＥＮＯＶＡ,GENOVA,取締役の辞任に関するお知らせ,Notice regarding resignation of director,東,TSE,https://www.release.tdnet.info/inbs/140120260430514875.pdf
16:30,93070,杉村倉庫,Sugimura Warehouse,自己株式取得に係る事項の決定に関するお知らせ,Notice regarding decisions regarding acquisition of treasury stock,東,TSE,https://www.release.tdnet.info/inbs/140120260427511046.pdf
16:30,93070,杉村倉庫,Sugimura Warehouse,取締役候補者の選任及び当社の重要な子会社の取締役の異動に関するお知らせ,Notice regarding the appointment of director candidates and changes in directors of important subsidiaries of the Company,東,TSE,https://www.release.tdnet.info/inbs/140120260427511047.pdf
16:30,93070,杉村倉庫,Sugimura Warehouse,剰余金の配当（増配）に関するお知らせ,Notice Regarding Dividend (Increased),東,TSE,https://www.release.tdnet.info/inbs/140120260427511048.pdf
16:30,93070,杉村倉庫,Sugimura Warehouse,2026年3月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260427511065.pdf
16:30,92380,Ｇ－バリューＣ,G-Value C,第18期 定時株主総会継続会の開催方針に関するお知らせ,Notice regarding the policy for holding the 18th Ordinary General Meeting of Shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260430515416.pdf
16:30,87290,ソニーＦＧ,Sony FG,ソニー生命に対する金融庁からの報告徴求命令の受領ついて,Regarding receipt of report request order from the Financial Services Agency against Sony Life,東,TSE,https://www.release.tdnet.info/inbs/140120260430515375.pdf
16:30,87140,池田泉州,Ikeda Senshu,2026年３月期末の有価証券含み損に関するお知らせ,Notice regarding unrealized loss on securities at the end of March 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260427512429.pdf
16:30,87140,池田泉州,Ikeda Senshu,池田泉州ホールディングスおよび池田泉州銀行における役員の異動に関するお知らせ,Notice regarding changes in officers at Ikeda Senshu Holdings and Ikeda Senshu Bank,東,TSE,https://www.release.tdnet.info/inbs/140120260428513886.pdf
16:30,79760,三菱鉛筆,Mitsubishi Pencil,管理職層に属する従業員向け株式報酬制度における株式取得に係る事項の決定に関するお知らせ,Notice regarding decisions regarding stock acquisition under the stock compensation plan for employees in management positions,東,TSE,https://www.release.tdnet.info/inbs/140120260428513975.pdf
16:30,79760,三菱鉛筆,Mitsubishi Pencil,管理職層に属する従業員向け株式報酬制度の導入に伴う自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock due to introduction of stock compensation plan for employees in managerial positions,東,TSE,https://www.release.tdnet.info/inbs/140120260428513970.pdf
16:30,79760,三菱鉛筆,Mitsubishi Pencil,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260428513891.pdf
16:30,79760,三菱鉛筆,Mitsubishi Pencil,自己株式の取得及び自己株式立会外買付取引（ToSTNeT-3）による自己株式の買付に関するお知らせ,Notice regarding acquisition of treasury stock and purchase of treasury stock through off-auction treasury stock repurchase transaction (ToSTNeT-3),東,TSE,https://www.release.tdnet.info/inbs/140120260429514047.pdf
16:30,79760,三菱鉛筆,Mitsubishi Pencil,[補足資料]事業提携及び資金調達について,[Supplementary material] Regarding business partnership and financing,東,TSE,https://www.release.tdnet.info/inbs/140120260428514031.pdf
16:30,79760,三菱鉛筆,Mitsubishi Pencil,第三者割当により発行される第１回新株予約権及び第１回無担保転換社債型新株予約権付社債の募集に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260429514044.pdf
16:30,79760,三菱鉛筆,Mitsubishi Pencil,事業提携に関するお知らせ,Notice regarding business partnership,東,TSE,https://www.release.tdnet.info/inbs/140120260428514021.pdf
16:30,76020,レダックス,redux,合弁会社（株式会社Freedom Japan）における株式総数引受契約の締結、および第三者割当増資の実施に関するお知らせ,"Announcement regarding the conclusion of a subscription agreement for the total number of shares in the joint venture company (Freedom Japan Co., Ltd.) and implementation of capital increase through third-party allocation",東,TSE,https://www.release.tdnet.info/inbs/140120260430515163.pdf
16:30,71620,アストマックス,astomax,2026年３月期連結業績速報値と2025年３月期連結業績との差異見込みに関するお知らせ,Notice regarding the expected difference between the preliminary consolidated results for the fiscal year ending March 2026 and the consolidated results for the fiscal year ending March 2025,東,TSE,https://www.release.tdnet.info/inbs/140120260430514332.pdf
16:30,71620,アストマックス,astomax,剰余金の配当に関するお知らせ,Notice Regarding Dividend,東,TSE,https://www.release.tdnet.info/inbs/140120260430514355.pdf
16:30,71620,アストマックス,astomax,「株主による臨時株主総会招集請求」取り下げ及び株主提案に関するお知らせ,Notice regarding withdrawal of shareholder's request to convene an extraordinary general meeting and shareholder proposal,東,TSE,https://www.release.tdnet.info/inbs/140120260430514348.pdf
16:30,64940,ＮＦＫ－ＨＤ,NFK-HD,当社子会社（株式会社キャストリコ）の通期業績予想の修正及び 特別損失の計上に関するお知らせ,"Notice regarding revision of full-year performance forecast and recording of extraordinary loss of our subsidiary (Castco Co., Ltd.)",東,TSE,https://www.release.tdnet.info/inbs/140120260429514121.pdf
16:30,64940,ＮＦＫ－ＨＤ,NFK-HD,債権の取立不能または取立遅延のおそれによる 貸倒引当金繰入額の計上に関するお知らせ,Notice regarding provision of allowance for doubtful accounts due to the possibility of irrecoverability or delay in collection of receivables,東,TSE,https://www.release.tdnet.info/inbs/140120260429514120.pdf
16:30,63910,加地テック,Kaji Tech,2026中期経営計画（2026年度～2028年度）について,About the 2026 Medium-Term Management Plan (FY2026-FY2028),東,TSE,https://www.release.tdnet.info/inbs/140120260428512700.pdf
16:30,63910,加地テック,Kaji Tech,剰余金の配当に関するお知らせ,Notice Regarding Dividend,東,TSE,https://www.release.tdnet.info/inbs/140120260428512568.pdf
16:30,63910,加地テック,Kaji Tech,2026年3月期 決算短信[日本基準](非連結),Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260415504483.pdf
16:30,61850,ＳＭＮ,SMN,執行役員に対する譲渡制限付株式としての自己株式処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock to executive officers,東,TSE,https://www.release.tdnet.info/inbs/140120260428513625.pdf
16:30,61850,ＳＭＮ,SMN,取締役候補選任に関するお知らせ,Notice regarding appointment of director candidates,東,TSE,https://www.release.tdnet.info/inbs/140120260428513527.pdf
16:30,61850,ＳＭＮ,SMN,中期経営計画策定に関するお知らせ,Notice regarding formulation of medium-term management plan,東,TSE,https://www.release.tdnet.info/inbs/140120260428513621.pdf
16:30,61850,ＳＭＮ,SMN,2026年3月期　通期決算・中期経営計画説明資料,"Full-year financial results and medium-term management plan explanatory materials for the fiscal year ending March 31, 2026",東,TSE,https://www.release.tdnet.info/inbs/140120260428513635.pdf
16:30,61850,ＳＭＮ,SMN,2026年３月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260428513630.pdf
16:30,48130,ＡＣＣＥＳＳ,ACCESS,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260430515291.pdf
16:30,48130,ＡＣＣＥＳＳ,ACCESS,上場維持基準への適合に向けた計画（改善期間入り）について,Notice Regarding Plan for Compliance with Listing Maintenance Standards (Improvement Period),東,TSE,https://www.release.tdnet.info/inbs/140120260430515258.pdf
16:30,32920,Ｒ－イオンリート,R-ION REET,資産運用会社における取締役の異動に関するお知らせ,Notice regarding changes in directors at the asset management company,東,TSE,https://www.release.tdnet.info/inbs/140120260430515070.pdf
16:30,24840,出前館,Delivery hall,取締役に対する有償ストック・オプション（新株予約権）の発行内容確定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260415504585.pdf
16:30,24840,出前館,Delivery hall,従業員に対するストック・オプション（新株予約権）の発行内容確定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260415504583.pdf
16:30,19390,四電工,Yodenko,代表取締役等の異動に関するお知らせ,"Notice regarding changes in representative directors, etc.",東,TSE,https://www.release.tdnet.info/inbs/140120260430514321.pdf
16:30,19390,四電工,Yodenko,2026年３月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260430514245.pdf
16:40,68630,ニレコ,Nireco,取締役候補者の選任に関するお知らせ,Notice Regarding Nomination of Director Candidates,東,TSE,https://www.release.tdnet.info/inbs/140120260430515412.pdf
16:40,39510,朝日印刷,Asahi printing,主要株主および主要株主である筆頭株主の異動に関するお知らせ,Notice regarding changes in major shareholders and the largest shareholder who is a major shareholder,東,TSE,https://www.release.tdnet.info/inbs/140120260430515421.pdf
16:45,86040,野村,Nomura,2026年3月期第4四半期 決算説明資料 米国会計基準 (US GAAP),Earnings Presentation Materials for FY2026 ending March,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260430515360.pdf
16:45,53330,ＮＧＫ,NGK,自己株式立会外買付取引（N-NET3）による自己株式の買付価格決定のお知らせ,Notice of determination of purchase price of treasury stock through off-auction treasury stock repurchase transaction (N-NET3),東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260427512058.pdf
17:00,95110,沖縄電力,Okinawa Electric Power,（訂正）「役員の異動に関するお知らせ」の一部訂正について,(Correction) Regarding partial corrections to “Notice regarding changes in officers”,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260430515463.pdf
17:00,92350,Ｇ－売れるネットＧ,G-Selling Net G,第三者割当による新株式発行に関するお知らせ,Notice Regarding Issuance of New Shares through Third-Party Allotment,東,TSE,https://www.release.tdnet.info/inbs/140120260430515499.pdf
17:00,92290,サンウェルズ,sunwells,監理銘柄（審査中）指定理由の追加及びプライム市場の上場維持基準への適合状況に関するお知らせ,Notice regarding addition of reasons for designation of stocks under supervision (under review) and compliance status with Prime Market listing maintenance standards,東,TSE,https://www.release.tdnet.info/inbs/140120260430515440.pdf
17:00,90640,ヤマトＨＤ,Yamato HD,固定資産の譲渡に伴う特別利益の計上および のれんの一時償却に伴う特別損失の計上に関するお知らせ,Notice regarding recording of extraordinary profit due to transfer of fixed assets and extraordinary loss due to temporary amortization of goodwill,東,TSE,https://www.release.tdnet.info/inbs/140120260430514651.pdf
17:00,90640,ヤマトＨＤ,Yamato HD,2026年3月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260324587867.pdf
17:00,87980,アドバンスクリエイト,advance create,自己株式（Ａ種種類株式）の消却完了に関するお知らせ,Notice regarding completion of cancellation of treasury stock (Class A stock),東札福,東札福,https://www.release.tdnet.info/inbs/140120260430515453.pdf
17:00,79010,マツモト,matsumoto,当社株式の監理銘柄（確認中）指定に関するお知らせ,Notice regarding the designation of our stocks as stocks under supervision (currently being confirmed),東,TSE,https://www.release.tdnet.info/inbs/140120260430515436.pdf
17:00,78120,クレステック,Crestec,連結子会社間の合併に関するお知らせ,Notice regarding merger between consolidated subsidiaries,東,TSE,https://www.release.tdnet.info/inbs/140120260428512627.pdf
17:00,71290,ミアヘルサＨＤ,Mia Hertha HD,（訂正）公開買付けに準ずる行為として政令で定める買集め行為並びにその他の関係会社及び主要株主の異動に関するお知らせ,"(Correction) Notice regarding acquisition activities specified by government ordinance as acts equivalent to a tender offer, and changes in other affiliated companies and major shareholders",東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260430514179.pdf
17:00,60880,シグマクシスＨＤ,Sigmaxis HD,自己株式の取得状況及び取得終了並びに主要株主及び主要株主である筆頭株主の異動に関するお知らせ,Notice regarding the status and completion of acquisition of treasury stock and changes in major shareholders and largest shareholder who is a major shareholder,東,TSE,https://www.release.tdnet.info/inbs/140120260430514945.pdf
17:00,59050,日缶,day can,役員の異動に関するお知らせ,Notice Regarding Change of Officers,東,TSE,https://www.release.tdnet.info/inbs/140120260427511654.pdf
17:00,59050,日缶,day can,株主提案に対する書面の受領及び当社取締役会意見に関するお知らせ,Notice regarding receipt of documents regarding shareholder proposals and opinions of our board of directors,東,TSE,https://www.release.tdnet.info/inbs/140120260421507706.pdf
17:00,59050,日缶,day can,投資有価証券売却益（特別利益）の計上に関するお知らせ,Notice regarding recording of gain on sale of investment securities (extraordinary profit),東,TSE,https://www.release.tdnet.info/inbs/140120260421507705.pdf
17:00,59050,日缶,day can,剰余金の配当に関するお知らせ,Notice Regarding Dividend,東,TSE,https://www.release.tdnet.info/inbs/140120260429514087.pdf
17:00,59050,日缶,day can,業績予想と実績との差異に関するお知らせ,Notice regarding differences between performance forecasts and actual results,東,TSE,https://www.release.tdnet.info/inbs/140120260429514083.pdf
17:00,59050,日缶,day can,2026年3月期 決算短信〔日本基準〕（連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260424510587.pdf
17:00,55980,Ｐ－Ｙｏｔｔａｖｉａ,P-Yottavia,支配株主等に関する事項について,Matters Regarding Controlling Shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260428512783.pdf
17:00,39310,Ｇ－バリューゴルフ,G-value golf,事業計画及び成長可能性に関する事項,Matters Regarding Business Plan and Growth Potential,東,TSE,https://www.release.tdnet.info/inbs/140120260430515408.pdf
17:00,36810,ブイキューブ,V-cube,2025年12月期有価証券報告書の提出完了と当社株式の上場廃止の決定及び整理銘柄への指定に関するお知らせ,"Notice regarding completion of submission of securities report for the year ending December 2025, decision to delist our shares, and designation as a stock to be delisted",東,TSE,https://www.release.tdnet.info/inbs/140120260430515451.pdf
17:00,30770,ホリイフード,holy food,連結子会社の固定資産譲渡に関するお知らせ,Notice regarding transfer of fixed assets of consolidated subsidiary,東,TSE,https://www.release.tdnet.info/inbs/140120260430515366.pdf
17:00,30770,ホリイフード,holy food,自己株式の取得に関するお知らせ,Notice Regarding Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260430515361.pdf
17:00,28710,ニチレイ,Nichirei,インドネシアにおける低温物流企業の買収に関するお知らせ,Notice regarding the acquisition of a low-temperature logistics company in Indonesia,東,TSE,https://www.release.tdnet.info/inbs/140120260430515256.pdf
17:00,266A0,Ｐ－グローカルマーケ,P-Glocal Marketing,業績予想の修正に関するお知らせ,Notice Regarding Revision of Earnings Forecast,東,TSE,https://www.release.tdnet.info/inbs/140120260430514541.pdf
17:00,229A0,Ｐ－アスミＨＤ,P-Asumi HD,臨時株主総会招集のための基準日設定及び臨時株主総会の開催並びに定款の一部変更に関するお知らせ,"Notice regarding the setting of the record date for convening an extraordinary general meeting of shareholders, the holding of an extraordinary general meeting of shareholders, and partial changes to the articles of incorporation",東,TSE,https://www.release.tdnet.info/inbs/140120260430514566.pdf
17:15,278A0,Ｇ－テラドローン,G-Terra Drone,支配株主等に関する事項について,Matters Regarding Controlling Shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260427512374.pdf
17:15,278A0,Ｇ－テラドローン,G-Terra Drone,（訂正）「2026年１月期決算説明資料」の一部訂正に関するお知らせ,(Correction) Earnings Presentation Materials for FY2026 ending January,東,TSE,https://www.release.tdnet.info/inbs/140120260428514011.pdf
17:15,278A0,Ｇ－テラドローン,G-Terra Drone,（訂正・数値データ訂正）「2026年1月期決算短信［日本基準］（連結）」の一部訂正に関するお知らせ,(Correction) Earnings Report (Consolidated) for FY2026 ending January,東,TSE,https://www.release.tdnet.info/inbs/140120260428514010.pdf
17:15,278A0,Ｇ－テラドローン,G-Terra Drone,事業計画及び成長可能性に関する事項,Matters Regarding Business Plan and Growth Potential,東,TSE,https://www.release.tdnet.info/inbs/140120260428513214.pdf
17:30,89380,Ｇ－グロームＨＤ,G-Grome HD,新規事業（系統用蓄電池事業）の開始に関するお知らせ,Notice regarding the start of a new business (grid storage battery business),東,TSE,https://www.release.tdnet.info/inbs/140120260430515146.pdf
17:30,89380,Ｇ－グロームＨＤ,G-Grome HD,第三者割当による新株式及び第６回新株予約権の発行に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260430515119.pdf
17:30,75120,イオン北海,Aeon Hokkai,第25回新株予約権（株式報酬型ストックオプション）の発行価額確定について,No.25 Stock Acquisition Rights,東札,TSE / SSE,https://www.release.tdnet.info/inbs/140120260415504536.pdf
17:30,66130,Ｇ－ＱＤレーザ,G-QD laser,2026年３月期通期業績予想の修正に関するお知らせ,Notice regarding revisions to full-year earnings forecasts for the fiscal year ending March 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260428513389.pdf
17:30,509A0,Ｉ－Ｇライト・再エネ,I-G light/renewable energy,（訂正）「2026年1月期 決算短信（インフラファンド）」の一部訂正に関するお知らせ,(Correction) Earnings Report for FY2026 ending January,東,TSE,https://www.release.tdnet.info/inbs/140120260430515575.pdf
17:30,37980,ＵＬＳグループ,ULS Group,有償ストックオプション（新株予約権）の発行内容確定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260430514214.pdf
17:35,77170,Ｖテク,V tech,通期業績予想及び中期経営計画の修正に関するお知らせ,Notice regarding revisions to full-year business forecasts and medium-term management plan,東,TSE,https://www.release.tdnet.info/inbs/140120260430515449.pdf
17:40,23450,ＨＯＤＬ１,HODL1,中期経営計画「HODL&BUIDL 2028」策定に関するお知らせ,Notice regarding formulation of medium-term management plan “HODL&BUIDL 2028”,東,TSE,https://www.release.tdnet.info/inbs/140120260430515593.pdf
17:40,23450,ＨＯＤＬ１,HODL1,第三者割当により発行される第16回新株予約権及び第17回新株予約権の募集に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260430515587.pdf
18:00,95010,東電力ＨＤ,Tokyo Electric Power HD,特別損益の計上及び通期連結業績予想と実績との差異に関するお知らせ,Notice regarding the recording of extraordinary gains and losses and the difference between the full-year consolidated performance forecast and actual results,東,TSE,https://www.release.tdnet.info/inbs/140120260427512237.pdf
18:00,95010,東電力ＨＤ,Tokyo Electric Power HD,2026年3月期 決算短信〔日本基準〕(連結),Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260427512236.pdf
18:00,95010,東電力ＨＤ,Tokyo Electric Power HD,2025年度決算説明資料,Earnings Presentation Materials for FY2025,東,TSE,https://www.release.tdnet.info/inbs/140120260430514243.pdf
18:15,59030,ＳＨＩＮＰＯ,SHINPO,（訂正）「ＭＢＯの実施及び応募の推奨に関するお知らせ」の一部訂正に関するお知らせ,(Correction) Notice regarding partial corrections to “Notice regarding implementation of MBO and recommendation of applications”,東,TSE,https://www.release.tdnet.info/inbs/140120260430515625.pdf
18:30,88980,センチュリー２１,century 21,（訂正）「剰余金の配当（期末配当）に関するお知らせ」の一部訂正について,(Correction) Regarding partial corrections to “Notice regarding dividends of surplus (year-end dividends)”,東,TSE,https://www.release.tdnet.info/inbs/140120260430515645.pdf
18:30,52080,有沢製,Made in Arisawa,中期経営計画の進捗に関するお知らせ,Notice regarding progress of medium-term management plan,東,TSE,https://www.release.tdnet.info/inbs/140120260428514038.pdf
19:00,86160,東海東京,Tokai Tokyo,2026年3月期通期連結業績と前期実績との差異に関するお知らせ,Notice regarding the difference between the full-year consolidated results for the fiscal year ending March 2026 and the previous fiscal year results,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260430515471.pdf
19:00,45270,ロート薬,Rohto medicine,株主提案に関する書面受領のお知らせ,Notice Regarding Receipt of Shareholder Proposal,東,TSE,https://www.release.tdnet.info/inbs/140120260430515474.pdf
15:30,31370,ファンデリー,fan delhi,2026年３月期 決算短信〔日本基準〕（非連結）,Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260430514846.pdf
15:30,31090,シキボウ,Shikibou,コミットメントライン契約に基づく借入の実施について,Regarding the implementation of borrowing based on the commitment line agreement,東,TSE,https://www.release.tdnet.info/inbs/140120260427511883.pdf
15:30,30920,ＺＯＺＯ,ZOZO,2026年3月期 決算説明会資料,Earnings Presentation Materials for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260428513751.pdf
15:30,30920,ＺＯＺＯ,ZOZO,2026年3月期 決算短信〔日本基準〕(連結),Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260428513735.pdf
15:30,29830,Ｇ－アールプランナー,G-R Planner,事業計画及び成長可能性に関する事項,Matters Regarding Business Plan and Growth Potential,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260429514138.pdf
15:30,29260,篠崎屋,Shinozakiya,2026年９月期　第２四半期（中間期）決算短信〔日本基準〕（非連結）,Summary of financial results for the second quarter (interim period) of the fiscal year ending September 2026 [Japanese GAAP] (non-consolidated),東,TSE,https://www.release.tdnet.info/inbs/140120260428513660.pdf
15:30,277A0,グロービング,gloving,従業員に対する譲渡制限付株式としての自己株式の処分の払込完了及び一部失権に関するお知らせ,Notice regarding completion of payment and partial forfeiture of treasury stock as restricted stock to employees,東,TSE,https://www.release.tdnet.info/inbs/140120260428513899.pdf
15:30,25900,ＤｙＤｏ,DyDo,2027年1月期4月度販売状況のお知らせ,Notice of sales status for April 2027,東,TSE,https://www.release.tdnet.info/inbs/140120260430514992.pdf
15:30,25790,コカ・コーラＢＪＨ,Coca Cola BJH,2026年　第１四半期　決算説明会,2026 1st quarter financial results briefing,東,TSE,https://www.release.tdnet.info/inbs/140120260428513664.pdf
15:30,25790,コカ・コーラＢＪＨ,Coca Cola BJH,2026年12月期 第１四半期決算短信〔ＩＦＲＳ〕（連結）,Q1 Earnings Report (IFRS) (Consolidated) for FY2026 ending December,東,TSE,https://www.release.tdnet.info/inbs/140120260427511448.pdf
15:30,24920,インフォマート,Infomart,2026年12月期 第１四半期決算説明資料,Earnings Presentation Materials for FY2026 ending December,東,TSE,https://www.release.tdnet.info/inbs/140120260430515032.pdf
15:30,24920,インフォマート,Infomart,2026年12月期 第１四半期決算短信〔日本基準〕（連結）,Q1 Earnings Report (Consolidated) for FY2026 ending December,東,TSE,https://www.release.tdnet.info/inbs/140120260428513349.pdf
15:30,24890,ＡＤＷＡＹＳ,ADWAYS,（開示事項の経過）連結子会社の異動（株式譲渡）に関する株式譲渡契約締結、及び当社単体における特別損失の計上に関するお知らせ,(Progress Disclosure) Announcement regarding the conclusion of a stock transfer agreement regarding the transfer (stock transfer) of a consolidated subsidiary and the recording of an extraordinary loss on a non-consolidated basis,東,TSE,https://www.release.tdnet.info/inbs/140120260428513971.pdf
15:30,23950,新日科学,new science,定款の一部変更に関するお知らせ,Notice Regarding Partial Amendment to Articles of Incorporation,東,TSE,https://www.release.tdnet.info/inbs/140120260430514266.pdf
15:30,23950,新日科学,new science,代表取締役の異動および役員人事について,Regarding transfer of representative director and personnel changes to officers,東,TSE,https://www.release.tdnet.info/inbs/140120260430514261.pdf
15:30,23290,東北新社,Tohokushinsha,（開示事項の経過）株式会社グラニフの株式の取得（子会社化）完了に関するお知らせ,"(Progress Disclosure) Notice regarding completion of acquisition of shares of Granif Co., Ltd. (making it a subsidiary)",東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260430514497.pdf
15:30,23230,ｆｏｎｆｕｎ,fonfun,SaaS事業「セールスパフォーマー」の事業譲受に関する補足説明資料,Supplementary information regarding the business transfer of the SaaS business “Sales Performer”,東,TSE,https://www.release.tdnet.info/inbs/140120260430515278.pdf
15:30,23230,ｆｏｎｆｕｎ,fonfun,SaaS事業「セールスパフォーマー」の事業譲受に関するお知らせ,Notice regarding business transfer of SaaS business “Sales Performer”,東,TSE,https://www.release.tdnet.info/inbs/140120260430515277.pdf
15:30,22040,中村屋,Nakamuraya,株主優待制度の変更に関するお知らせ,Notice regarding changes to shareholder benefit system,東,TSE,https://www.release.tdnet.info/inbs/140120260430514809.pdf
15:30,21640,地域新聞社,Regional newspaper company,第三者割当による新株式及び第11回新株予約権（行使価額修正条項付）の払込完了に関するお知らせ,Notice Regarding Stock Acquisition Rights,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260430514339.pdf
15:30,21270,日本Ｍ＆Ａ,Japan M&A,本社拡張移転に関するお知らせ,Notice regarding head office expansion and relocation,東,TSE,https://www.release.tdnet.info/inbs/140120260430514762.pdf
15:30,21270,日本Ｍ＆Ａ,Japan M&A,従業員に対する株式インセンティブの導入に関するお知らせ,Notice regarding the introduction of stock incentives for employees,東,TSE,https://www.release.tdnet.info/inbs/140120260430514766.pdf
15:30,21270,日本Ｍ＆Ａ,Japan M&A,取締役に対する株式報酬制度の導入に関するお知らせ,Notice regarding introduction of stock compensation system for directors,東,TSE,https://www.release.tdnet.info/inbs/140120260430514771.pdf
15:30,21270,日本Ｍ＆Ａ,Japan M&A,2026年３月期決算短信［日本基準］(連結),Earnings Report (Consolidated) for FY2026 ending March,東,TSE,https://www.release.tdnet.info/inbs/140120260430514734.pdf
