時刻,コード,会社名,会社名_en,表題,表題_en,市場,市場_en,PDF
16:00,66700,ＭＣＪ,MCJ,ビーシーピーイー メタ ケイマン エルピーによる株式会社ＭＣＪ（証券コード：6670）の普通株式に対する公開買付けに関する方針について,Regarding the policy regarding the tender offer for the common shares of MCJ Corporation (Securities Code: 6670) by BCPB Meta Cayman LP,東,TSE,https://www.release.tdnet.info/inbs/140120260331594744.pdf
16:00,63580,酒井重,Shige Sakai,特別利益（投資有価証券売却益）の計上に関するお知らせ,Notice regarding recording of extraordinary profit (gain on sale of investment securities),東,TSE,https://www.release.tdnet.info/inbs/140120260401596730.pdf
16:00,61950,Ｇ－ホープ,G-Hope,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260401595265.pdf
16:00,60910,ウエスコＨＤ,Wesco HD,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260312580398.pdf
16:00,60880,シグマクシスＨＤ,Sigmaxis HD,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401595445.pdf
16:00,55890,オートサーバー,auto server,2026年12月期3月度 ASNET取引台数実績（速報値）,ASNET transaction volume results for March 2026 (preliminary figures),東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260401596728.pdf
16:00,45840,Ｇ－キッズ・バイオ,G-Kids Bio,第三者割当による第４回無担保転換社債型新株予約権付社債及び第23回新株予約権の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596339.pdf
16:00,42310,タイガーポリ,tiger poly,自己株式取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401595335.pdf
16:00,40950,日パーカライ,sun hoodie,自己株式の取得状況および取得終了に関するお知らせ（会社法第165条第２項の規定による定款の定めに基づく自己株式の取得）,"Notice regarding the status and completion of acquisition of treasury stock (acquisition of treasury stock based on the provisions of the Articles of Incorporation pursuant to Article 165, Paragraph 2 of the Companies Act)",東,TSE,https://www.release.tdnet.info/inbs/140120260401596630.pdf
16:00,39930,ＰＫＳＨＡ,PKSHA,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596584.pdf
16:00,39890,Ｇ－シェアリングＴ,G-Sharing T,（開示事項の経過）子会社の異動（株式取得）、事業の譲渡完了および連結子会社の完全子会社化に関するお知らせ,"(Progress Disclosure) Notice regarding transfer of subsidiary (stock acquisition), completion of business transfer, and conversion of consolidated subsidiary into a wholly owned subsidiary",東,TSE,https://www.release.tdnet.info/inbs/140120260330593216.pdf
16:00,39370,Ｕｂｉｃｏｍ,Ubicom,（開示事項の経過）ラジエンスウエア株式会社の株式取得（子会社化）完了に関するお知らせ,"(Progress Disclosure) Notice regarding completion of stock acquisition (making it a subsidiary) of Radiance Wear Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260401595983.pdf
16:00,37190,ＡＩストーム,AI Storm,支配株主等に関する事項について,Matters Regarding Controlling Shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260401595874.pdf
16:00,36750,クロスマーケティング,cross marketing,資金の借入に関するお知らせ,Notice Regarding Borrowing of Funds,東,TSE,https://www.release.tdnet.info/inbs/140120260401595331.pdf
16:00,36750,クロスマーケティング,cross marketing,株式の取得及び持分法適用関連会社の異動に関するお知らせ,Notice regarding stock acquisition and change in equity method affiliates,東,TSE,https://www.release.tdnet.info/inbs/140120260401595322.pdf
16:00,36670,ｅｎｉｓｈ,enish,第三者割当により発行された第20回新株予約権（行使価額修正条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596404.pdf
16:00,31690,ミサワ,Misawa,自己株式の取得状況及び取得終了に関するお知らせ,Notice Regarding Share Buyback Status and Completion,東,TSE,https://www.release.tdnet.info/inbs/140120260401596537.pdf
16:00,31210,マーチャント,merchant,自己株式取得に係る事項の進捗状況に関するお知らせ,Notice Regarding Progress of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596322.pdf
16:00,281A0,Ｇ－インフォメティス,G-Informetis,第三者割当による行使価額修正条項付インフォメティス株式会社第９回新株予約権（停止要請条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401595896.pdf
16:00,27640,ひらまつ,Hiramatsu,ひらまつＩＲレポート（月次売上速報）,Hiramatsu IR report (monthly sales report),東,TSE,https://www.release.tdnet.info/inbs/140120260401596686.pdf
16:00,26540,アスモ,Asmo,(開示事項の経過)株式会社TrustGrowthの株式の取得(子会社化)完了に関するお知らせ,"(Progress Disclosure) Notice regarding completion of acquisition of shares of TrustGrowth Co., Ltd. (making it a subsidiary)",東,TSE,https://www.release.tdnet.info/inbs/140120260401596499.pdf
16:00,25850,ライフドリンクＣ,Life Drink C,（開示事項の経過）株式取得完了に関するお知らせ,(Progress Disclosure) Notice regarding completion of stock acquisition,東,TSE,https://www.release.tdnet.info/inbs/140120260401595447.pdf
16:00,23380,クオンタムＳ,Quantum S,第三者割当による第13回新株予約権（行使価額修正条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401595907.pdf
16:00,21700,ＬＩＮＫ＆Ｍ,LINK&M,自己株式の取得状況（途中経過）に関するお知らせ,Notice Regarding Share Buyback Progress (Interim),東,TSE,https://www.release.tdnet.info/inbs/140120260401596642.pdf
16:00,15180,三井松島ＨＤ,Mitsui Matsushima HD,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260401595605.pdf
16:00,146A0,コロンビア・ワークス,columbia works,支配株主等に関する事項について,Matters Regarding Controlling Shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260401596285.pdf
16:05,68570,アドバンテス,Advantes,ユーロ円CB発行に関する補足説明資料,Supplementary information regarding Euroyen CB issuance,東,TSE,https://www.release.tdnet.info/inbs/140120260401596712.pdf
16:05,68570,アドバンテス,Advantes,2031年満期ユーロ円建転換社債型新株予約権付社債の発行に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596699.pdf
16:10,45970,Ｇ－ソレイジア,G-Solasia,開発品 SP-05 パートナー企業 Isofol 社への追加出資のお知らせ,Development product SP-05 Notice of additional investment in partner company Isofol,東,TSE,https://www.release.tdnet.info/inbs/140120260401596770.pdf
16:15,45630,Ｇ－アンジェス,G-Anges,行使価額修正条項付新株予約権の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596796.pdf
16:20,53410,ＡＳＡＨＩ　ＥＩＴＯ,ASAHI EITO,第三者割当により発行された第12回新株予約権（行使価額修正条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260331594847.pdf
16:30,93990,ビート,beat,ビットコインETFの月次報告に関するお知らせ,Notice regarding Bitcoin ETF monthly report,東,TSE,https://www.release.tdnet.info/inbs/140120260401596743.pdf
16:30,93990,ビート,beat,第三者割当による行使価額修正条項付新株予約権の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596735.pdf
16:30,67210,ウインテスト,wintest,第三者割当による第13回新株予約権（行使価額修正条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260331595130.pdf
16:30,61890,グローバルキッズＣ,Global Kids C,（開示事項の経過）連結子会社における事業譲渡完了に関するお知らせ,(Progress Disclosure) Notice regarding completion of business transfer at consolidated subsidiary,東,TSE,https://www.release.tdnet.info/inbs/140120260401596798.pdf
16:30,45820,Ｇ－シンバイオ製薬,G-Symbio Pharmaceutical,第三者割当により発行された第58回新株予約権及び第66回新株予約権（行使価額修正条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596815.pdf
16:30,247A0,Ｇ－Ａｉロボティクス,G-Ai Robotics,株式会社BJCの株式取得に関する補足説明資料,"Supplementary explanatory materials regarding the stock acquisition of BJC Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260401596160.pdf
16:30,247A0,Ｇ－Ａｉロボティクス,G-Ai Robotics,（開示事項の経過）株式会社ＢＪＣの株式の取得（子会社化及び孫会社化）完了のお知らせ,(Progress Disclosure) 株式会社BJCの株式の取得(子会社化及び孫会社化)完了のお知らせ,東,TSE,https://www.release.tdnet.info/inbs/140120260401595278.pdf
16:30,218A0,Ｇ－リベラウェア,G-Riberaware,営業外収益（補助金収入）の計上に関するお知らせ,Notice regarding recording of non-operating income (subsidy income),東,TSE,https://www.release.tdnet.info/inbs/140120260401596805.pdf
16:45,485A0,Ｇ－パワーエックス,G-Power X,大口受注に関するお知らせ（追加情報）,Notice regarding large orders (additional information),東,TSE,https://www.release.tdnet.info/inbs/140120260401596847.pdf
17:00,98690,加藤産業,Kato industry,連結子会社間の吸収合併及び特定子会社の異動に関するお知らせ,Notice regarding absorption-type merger between consolidated subsidiaries and change in specified subsidiary,東,TSE,https://www.release.tdnet.info/inbs/140120260331594319.pdf
17:00,95130,Ｊパワー,J power,（訂正）「通期業績予想の修正及び特別損失（連結・個別）の計上に関するお知らせ」 の一部訂正について,"(Correction) Regarding partial corrections to ""Notice regarding revision of full-year business forecasts and recording of extraordinary losses (consolidated and non-consolidated)""",東,TSE,https://www.release.tdnet.info/inbs/140120260401596690.pdf
17:00,87830,ａｂｃ,abc,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596483.pdf
17:00,86280,松井証,Matsui proof,2026年3月の月間売買実績・取引口座数等（速報値）のお知らせ,"Notice of monthly trading results, number of trading accounts, etc. (preliminary figures) for March 2026",東,TSE,https://www.release.tdnet.info/inbs/140120260401596631.pdf
17:00,77760,Ｇ－セルシード,G-cell seed,第25回新株予約権（行使価額修正条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596778.pdf
17:00,60590,ウチヤマＨＤ,Uchiyama HD,第三者割当による第２回及び第３回新株予約権（行使価額修正型新株予約権への転換権付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596852.pdf
17:00,60590,ウチヤマＨＤ,Uchiyama HD,2026年３月期対前年比較月次速報,Monthly Report for March 2026,東,TSE,https://www.release.tdnet.info/inbs/140120260401596849.pdf
17:00,54080,中山鋼,Nakayama Steel,（開示事項の経過）合弁会社の設立に関するお知らせ,(Progress Disclosure) Notice regarding establishment of joint venture company,東,TSE,https://www.release.tdnet.info/inbs/140120260401595700.pdf
17:00,51390,Ｇ－オープンワーク,G-Open Work,2025年12月期 通期決算後の主な質疑応答,Main questions and answers after full-year financial results for the fiscal year ending December 2025,東,TSE,https://www.release.tdnet.info/inbs/140120260401596080.pdf
17:00,48840,Ｇ－クリングル,G-Kringle,第三者割当により発行された第16回新株予約権（行使価額修正条項付）の大量行使に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596848.pdf
17:00,48400,トライアイズ,try eyes,組織変更に関するお知らせ,Notice regarding organizational change,東,TSE,https://www.release.tdnet.info/inbs/140120260401596893.pdf
17:00,44450,Ｇ－リビンＴ,G-Livin T,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260401596816.pdf
17:00,44450,Ｇ－リビンＴ,G-Livin T,（開示事項の経過）株式会社シンエイの株式取得（子会社化）完了に関するお知らせ,"(Progress Disclosure) Notice regarding completion of stock acquisition (making it a subsidiary) of Shinei Co., Ltd.",東名,TSE / NSE,https://www.release.tdnet.info/inbs/140120260401596843.pdf
17:00,44440,Ｇ－インフォネット,G-Infonet,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596198.pdf
17:00,38560,Ａｂａｌａｎｃｅ,Abalance,当社連結子会社WWB株式会社及び株式会社バローズの代表取締役異動に関するお知らせ,"Notice regarding changes in representative directors of our consolidated subsidiaries WWB Co., Ltd. and Burrows Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260401596710.pdf
17:00,36960,セレス,Ceres,株式会社SQUIZの株式取得補足資料,"Supplementary materials for stock acquisition of SQUIZ Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260401596430.pdf
17:00,36960,セレス,Ceres,株式会社SQUIZの株式の取得（子会社化）及び第三者割当による自己株式処分に関するお知らせ,"Notice regarding acquisition of shares of SQUIZ Co., Ltd. (making it a subsidiary) and disposal of treasury stock through third-party allotment",東,TSE,https://www.release.tdnet.info/inbs/140120260401596418.pdf
17:00,36560,ＫＬａｂ,KLab,ビットコイン及びゴールドの追加購入に関する月次報告,Monthly Report on Additional Purchase of Bitcoin and Gold,東,TSE,https://www.release.tdnet.info/inbs/140120260401596674.pdf
17:00,31870,Ｇ－ミラタップ,G-Mira Tap,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596809.pdf
17:00,290A0,Ｇ－Ｓｙｎｓ,G-Syns,入札案件（内閣府実証）の落札に関するお知らせ,Notice regarding successful bid for bid project (Cabinet Office demonstration),東,TSE,https://www.release.tdnet.info/inbs/140120260401595252.pdf
17:00,21480,ＩＴＭ,ITM,業務執行体制に関するお知らせ,Notice regarding business execution system,東,TSE,https://www.release.tdnet.info/inbs/140120260401595597.pdf
17:00,21480,ＩＴＭ,ITM,（開示事項の経過）マジセミ株式会社の株式の取得（子会社化）完了に関するお知らせ,"(Progress Disclosure) Announcement regarding completion of acquisition of shares of Magisemi Co., Ltd. (making it a subsidiary)",東,TSE,https://www.release.tdnet.info/inbs/140120260401595671.pdf
17:00,19260,ライト工,light work,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596603.pdf
17:15,94440,トーシンＨＤ,Toshin HD,株主による臨時株主総会招集のための基準日設定に関するお知らせ,Notice regarding setting of record date for convening an extraordinary general meeting of shareholders by shareholders,東,TSE,https://www.release.tdnet.info/inbs/140120260401596862.pdf
17:30,89580,Ｒ－グロバル,R-Global,新投資口発行及び投資口売出しに係る価格等の決定に関するお知らせ,"Notice regarding determination of prices, etc. related to issuance of new investment units and secondary offering of investment units",東,TSE,https://www.release.tdnet.info/inbs/140120260401596607.pdf
17:30,65130,オリジン,origin,（訂正）「緊急経営改革2026」の取組みに関するお知らせの一部訂正について,(Correction) Regarding some corrections to the notice regarding the “Emergency Management Reform 2026” initiatives,東,TSE,https://www.release.tdnet.info/inbs/140120260401596643.pdf
17:30,409A0,オリオンビール,orion beer,当社株式の貸借銘柄選定に関するお知らせ,Notice regarding selection of borrowing stock of our company stock,東,TSE,https://www.release.tdnet.info/inbs/140120260401596813.pdf
17:30,39830,オロ,Oro,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596831.pdf
17:30,37500,ＡＤＲ１２０Ｓ,ADR120S,アスリートメッド株式会社の株式譲渡契約の合意解約に関するお知らせ,"Notice regarding the agreed termination of the stock transfer agreement of Athlete Med Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260401596786.pdf
18:00,47460,東計電算,Tokei computer,ストックオプション（新株予約権）の発行内容の確定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596906.pdf
18:00,46840,オービック,Obic,取締役及び執行役員の異動ならびに人事異動に関するお知らせ,Notice regarding changes in directors and executive officers and personnel changes,東,TSE,https://www.release.tdnet.info/inbs/140120260331594995.pdf
18:30,70370,テノ．,Teno.,当社連結子会社におけるこどもファースト・ジャパン株式会社の株式取得の延期に関するお知らせ,"Notice regarding postponement of stock acquisition of Kodomo First Japan Co., Ltd. by our consolidated subsidiary",東福,TSE / FSE,https://www.release.tdnet.info/inbs/140120260331594195.pdf
22:00,99840,ソフトバンクグループ,Softbank Group,OpenAIへの追加出資（ファーストトランシェ）の実行に関するお知らせ,Notice regarding execution of additional investment (first tranche) in OpenAI,東,TSE,https://www.release.tdnet.info/inbs/140120260401596824.pdf
22:20,68570,アドバンテス,Advantes,2031年満期ユーロ円建転換社債型新株予約権付社債の発行条件等の決定に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401597138.pdf
15:30,69650,浜松ホトニク,Hamamatsu Photonik,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260331595163.pdf
15:30,68660,日置電,Hioki Electric,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596408.pdf
15:30,68620,ミナトＨＤ,Minato HD,（開示事項の経過）完全子会社間の合併完了に関するお知らせ,(Progress Disclosure) Notice regarding completion of merger between wholly owned subsidiaries,東,TSE,https://www.release.tdnet.info/inbs/140120260401595855.pdf
15:30,68570,アドバンテス,Advantes,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260331595136.pdf
15:30,68530,共和電,Kyowaden,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401595696.pdf
15:30,68350,アライドＨＤ,Allied HD,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596524.pdf
15:30,66590,メディアリンクス,media links,第三者割当により発行された第18回新株予約権（行使価額修正条項付）の月間行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596389.pdf
15:30,65970,Ｇ－ＨＰＣシステムズ,G-HPC Systems,大口受注に関するお知らせ,Notice Regarding Large Order,東,TSE,https://www.release.tdnet.info/inbs/140120260330592836.pdf
15:30,63800,オリチエン工業,oritien industry,第１回新株予約権の月間権利行使状況に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401595432.pdf
15:30,63610,荏原製,Made by Ebara,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260331594483.pdf
15:30,63280,荏原実業,Ebara Jitsugyo,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596078.pdf
15:30,63160,丸山製,Made by Maruyama,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260331594958.pdf
15:30,62980,ワイエイシイＨＤ,YAC HD,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260331595099.pdf
15:30,62320,Ｇ－ＡＣＳＬ,G-ACSL,従業員に対するストック・オプション（新株予約権）の発行に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596582.pdf
15:30,62320,Ｇ－ＡＣＳＬ,G-ACSL,取締役に対する株式報酬型ストック・オプション（新株予約権）の発行に関するお知らせ,Notice Regarding Stock Acquisition Rights,東,TSE,https://www.release.tdnet.info/inbs/140120260401596544.pdf
15:30,62000,インソース,insource,譲渡制限付株式報酬としての自己株式処分の払込完了及び一部失権に関するお知らせ,Notice regarding completion of payment and partial forfeiture of treasury stock disposal as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260401595919.pdf
15:30,61990,セラク,serac,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401595419.pdf
15:30,60460,リンクバル,link bar,東京証券取引所スタンダード市場への市場区分変更に関するお知らせ,Notice regarding change in market classification to Tokyo Stock Exchange Standard Market,東,TSE,https://www.release.tdnet.info/inbs/140120260327591561.pdf
15:30,60310,Ｇ－ＺＥＴＡ,G-ZETA,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596181.pdf
15:30,60300,Ｇ－アドベンチャー,G-Adventure,自己株式の取得状況に関するお知らせ（会社法第165条第2項の規定による定款の定めに基づく自己株式の取得）,"Notice regarding the status of acquisition of treasury stock (acquisition of treasury stock based on the provisions of the articles of incorporation pursuant to the provisions of Article 165, Paragraph 2 of the Companies Act)",東,TSE,https://www.release.tdnet.info/inbs/140120260401596551.pdf
15:30,59590,岡部,Okabe,自己株式の取得状況に関するお知らせ,Notice Regarding Status of Share Buyback,東,TSE,https://www.release.tdnet.info/inbs/140120260401596387.pdf
15:30,59430,ノーリツ,Noritz,自己株式の取得状況（途中経過）に関するお知らせ,Notice Regarding Share Buyback Progress (Interim),東,TSE,https://www.release.tdnet.info/inbs/140120260331594737.pdf
15:30,59290,三和ＨＤ,Sanwa HD,従業員持株会を通じた株式付与としての自己株式処分に関するお知らせ,Notice regarding disposal of treasury stock as stock grant through employee stock ownership plan,東,TSE,https://www.release.tdnet.info/inbs/140120260401595425.pdf
15:30,59290,三和ＨＤ,Sanwa HD,譲渡制限付株式報酬としての自己株式処分に関するお知らせ,Notice regarding disposal of treasury stock as restricted stock compensation,東,TSE,https://www.release.tdnet.info/inbs/140120260401595235.pdf
15:30,57150,古河機金,Furukawa Kikin,（開示事項の経過）株式会社アーステクニカ一部株式取得完了のお知らせ,"(Progress Disclosure) Notice of completion of partial stock acquisition of Earth Technica Co., Ltd.",東,TSE,https://www.release.tdnet.info/inbs/140120260326590197.pdf
